folder,task,model,oneHotEncoding,mlpLayers,mlpWidth,mlpDropout,mlpEpochs,mlpEmbNeurons,logrC,auc,f1,acc,set,test_auc,test_f1,test_acc,test_set,auc+f1
2025-4-12_16-51-1_experiment-0,survival12,MLP,True,4,200,0.5,50,3,1.0,0.8930070483862539,0.9856470588235295,0.9717145175625024,,,,,,1.8786541072097833
2025-4-12_1-9-25_experiment-0,survival12,MLP,True,3,200,0.1,50,3,1.0,0.8921933055644321,0.9852138847157429,0.9710962556513003,,,,,,1.877407190280175
2025-4-12_10-54-3_experiment-0,survival12,MLP,True,4,100,0.2,50,3,1.0,0.8902436425522144,0.9868636139832594,0.9742262065767611,,,,,,1.8771072565354738
2025-4-11_14-24-37_experiment-0,survival12,MLP,True,2,200,0.2,100,3,1.0,0.8910485237562036,0.985227901098033,0.9710962556513003,,,,,,1.8762764248542365
2025-4-11_13-5-0_experiment-0,survival12,MLP,True,2,200,0.0,20,3,1.0,0.8917046850597086,0.9840313824939573,0.9688550562231926,,,,,,1.8757360675536658
2025-4-11_16-11-51_experiment-0,survival12,MLP,True,2,200,0.5,100,3,1.0,0.8888184748721999,0.9862959831698157,0.9730669654932571,,,,,,1.8751144580420156
2025-4-12_4-13-16_experiment-0,survival12,MLP,True,3,200,0.5,100,3,1.0,0.8868811806437851,0.9867217468279729,0.97391707562116,,,,,,1.873602927471758
2025-4-11_15-36-46_experiment-0,survival12,MLP,True,2,200,0.4,100,3,1.0,0.887492551957459,0.985876652155928,0.9722941381042545,,,,,,1.873369204113387
2025-4-11_1-49-50_experiment-0,survival12,MLP,True,1,100,0.1,100,3,1.0,0.8887422542499355,0.9841326439650562,0.9690482630704432,,,,,,1.8728748982149916
2025-4-12_4-47-3_experiment-0,survival12,MLP,True,4,20,0.0,100,3,1.0,0.886907604863727,0.9851860630481155,0.9710189729124,,,,,,1.8720936679118425
2025-4-11_15-0-33_experiment-0,survival12,MLP,True,2,200,0.3,100,3,1.0,0.8859868533214308,0.9851678993790294,0.9710189729124,,,,,,1.8711547527004602
2025-4-12_13-57-7_experiment-0,survival12,MLP,True,4,200,0.1,50,3,1.0,0.8857434399397561,0.9851879684379141,0.9710576142818501,,,,,,1.8709314083776702
2025-4-12_7-40-42_experiment-0,survival12,MLP,True,4,50,0.1,100,3,1.0,0.8858383743712803,0.9850846652951417,0.9708644074345995,,,,,,1.870923039666422
2025-4-11_3-35-16_experiment-0,survival12,MLP,True,1,200,0.0,50,3,1.0,0.885040587816009,0.9838853541059642,0.9685845666370416,,,,,,1.8689259419219733
2025-4-12_14-55-33_experiment-0,survival12,MLP,True,4,200,0.2,100,3,1.0,0.8829284707342796,0.9859789091196335,0.9725646276904053,,,,,,1.868907379853913
2025-4-11_4-7-58_experiment-0,survival12,MLP,True,1,200,0.1,100,3,1.0,0.8847455307461194,0.9834238807153903,0.9676958151396885,,,,,,1.8681694114615097
