folder,task,model,oneHotEncoding,mlpLayers,mlpWidth,mlpDropout,mlpEpochs,mlpEmbNeurons,logrC,auc,f1,acc,set,test_auc,test_f1,test_acc,test_set,auc+f1
2025-4-13_6-24-6_experiment-0,survival12,MLP,True,4,20,0.0,100,1,1.0,0.8294594644604019,0.7088953592013786,0.7601233902952553,,,,,,1.5383548236617806
2025-4-13_9-5-8_experiment-0,survival12,MLP,True,4,50,0.4,20,1,1.0,0.8381397617043075,0.7001191745593677,0.76590118983499,,,,,,1.5382589362636752
2025-4-13_3-7-49_experiment-0,survival12,MLP,True,3,100,0.4,50,1,1.0,0.8323293211606361,0.7058391929073679,0.7644322577486168,,,,,,1.538168514068004
2025-4-13_9-38-55_experiment-0,survival12,MLP,True,4,50,0.5,100,1,1.0,0.8356471618816488,0.7024530303976031,0.7665866914752975,,,,,,1.5381001922792519
2025-4-13_0-19-18_experiment-0,survival12,MLP,True,3,50,0.1,20,1,1.0,0.8342141788323034,0.7037603179455824,0.7627674680507271,,,,,,1.5379744967778857
2025-4-12_9-51-26_experiment-0,survival12,MLP,True,1,20,0.5,100,1,1.0,0.8376866161846103,0.7000998003992016,0.764579150957254,,,,,,1.537786416583812
2025-4-13_14-30-26_experiment-0,survival60,MLP,True,4,50,0.1,100,1,1.0,0.8907606782658227,0.6469873241882271,0.8958610798073968,,,,,,1.53774800245405
2025-4-13_8-47-13_experiment-0,survival12,MLP,True,4,50,0.3,20,1,1.0,0.8367160401369842,0.7009770365299646,0.7647260441658914,,,,,,1.5376930766669488
2025-4-13_5-24-36_experiment-0,survival12,MLP,True,3,200,0.4,20,1,1.0,0.8355318754208934,0.7021421918658801,0.7651177593889242,,,,,,1.5376740672867735
2025-4-12_12-28-50_experiment-0,survival12,MLP,True,1,100,0.3,20,1,1.0,0.837501975734138,0.7000062433664231,0.7647260441658914,,,,,,1.5375082191005611
2025-4-12_8-30-3_experiment-0,survival12,MLP,True,1,20,0.0,20,1,1.0,0.8378984713685325,0.6995166656204883,0.7656074034177153,,,,,,1.5374151369890208
2025-4-12_20-4-38_experiment-0,survival12,MLP,True,2,100,0.5,50,1,1.0,0.8347497914705744,0.702383151671901,0.7633550408852764,,,,,,1.5371329431424754
2025-4-12_20-52-16_experiment-0,survival60,MLP,True,1,200,0.4,100,1,1.0,0.8937216679786788,0.6433176511587384,0.8951439401700645,,,,,,1.5370393191374172
2025-4-12_8-46-24_experiment-0,survival12,MLP,True,1,20,0.1,50,1,1.0,0.8377409531340768,0.6991657327854565,0.7634040052881556,,,,,,1.5369066859195333
2025-4-13_0-39-24_experiment-0,survival12,MLP,True,3,50,0.2,50,1,1.0,0.8307385764099049,0.7060619009828458,0.7642364001371004,,,,,,1.5368004773927506
2025-4-12_15-32-43_experiment-0,survival12,MLP,True,2,20,0.0,100,1,1.0,0.8275856114939764,0.7091481899780063,0.76041717671253,,,,,,1.5367338014719827
2025-4-13_8-49-47_experiment-0,survival12,MLP,True,4,50,0.3,50,1,1.0,0.8341084460138863,0.7024671658279121,0.7626205748420898,,,,,,1.5365756118417986
2025-4-13_1-32-7_experiment-0,survival60,MLP,True,2,100,0.4,100,1,1.0,0.8904946903587329,0.6460664180429764,0.8979100501997747,,,,,,1.5365611084017092
2025-4-12_21-26-28_experiment-0,survival60,MLP,True,2,20,0.0,100,1,1.0,0.8985672405670642,0.6379551820728292,0.8940682307140662,,,,,,1.5365224226398935
2025-4-13_7-5-43_experiment-0,survival12,MLP,True,4,20,0.3,20,1,1.0,0.8365265303479094,0.6999125109361329,0.7648729373745288,,,,,,1.5364390412840423
2025-4-13_19-40-44_experiment-0,survival60,MLP,True,4,200,0.3,50,1,1.0,0.8956768017390334,0.6407174887892377,0.8973978076016802,,,,,,1.5363942905282713
2025-4-13_14-44-20_experiment-0,survival60,MLP,True,4,50,0.2,50,1,1.0,0.902619325674032,0.6337699623183205,0.8954512857289212,,,,,,1.5363892879923524
2025-4-12_23-21-13_experiment-0,survival60,MLP,True,2,50,0.2,100,1,1.0,0.9031594045322071,0.6331838565022421,0.8952463886896834,,,,,,1.5363432610344492
2025-4-13_19-36-33_experiment-0,survival60,MLP,True,4,200,0.3,20,1,1.0,0.9092363725697549,0.6270651568591054,0.8970904620428235,,,,,,1.5363015294288602
2025-4-13_1-14-18_experiment-0,survival12,MLP,True,3,50,0.4,50,1,1.0,0.8340067157918007,0.7020805121260618,0.7630122900651226,,,,,,1.5360872279178626
2025-4-13_11-45-24_experiment-0,survival12,MLP,True,4,100,0.4,50,1,1.0,0.8339358717844714,0.7017348891770081,0.7634529696910346,,,,,,1.5356707609614795
2025-4-12_19-25-45_experiment-0,survival12,MLP,True,2,100,0.3,20,1,1.0,0.8336506113211148,0.7018499041019612,0.764040542525584,,,,,,1.535500515423076
2025-4-12_10-33-51_experiment-0,survival12,MLP,True,1,50,0.2,50,1,1.0,0.8346981521346937,0.7007444168734491,0.7637957205111884,,,,,,1.5354425690081428
2025-4-12_16-58-24_experiment-0,survival12,MLP,True,2,50,0.0,20,1,1.0,0.8308992402370978,0.7044997868842477,0.7623757528276943,,,,,,1.5353990271213456
2025-4-12_10-15-14_experiment-0,survival12,MLP,True,1,50,0.1,20,1,1.0,0.8376292845919031,0.6976976976976976,0.7634040052881556,,,,,,1.5353269822896007
2025-4-12_12-49-4_experiment-0,survival12,MLP,True,1,100,0.4,50,1,1.0,0.8344174396335919,0.7008578888474449,0.7643832933457376,,,,,,1.535275328481037
2025-4-13_8-18-41_experiment-0,survival60,MLP,True,3,100,0.3,100,1,1.0,0.88470214011986,0.6505538771399797,0.8933510910767339,,,,,,1.5352560172598397
2025-4-12_20-10-1_experiment-0,survival12,MLP,True,2,100,0.5,100,1,1.0,0.8290068886533211,0.7062454611474219,0.7623267884248152,,,,,,1.5352523498007429
2025-4-13_12-23-2_experiment-0,survival12,MLP,True,4,100,0.5,100,1,1.0,0.8319212900630921,0.7032182634914774,0.7638446849140674,,,,,,1.5351395535545695
2025-4-13_7-15-55_experiment-0,survival60,MLP,True,3,100,0.0,20,1,1.0,0.8910669523315768,0.6439924799179627,0.8932998668169245,,,,,,1.5350594322495397
2025-4-13_5-50-59_experiment-0,survival12,MLP,True,3,200,0.5,20,1,1.0,0.8376570641686311,0.6973286290322581,0.7647750085687705,,,,,,1.5349856932008892
2025-4-12_20-28-37_experiment-0,survival60,MLP,True,1,200,0.3,50,1,1.0,0.8945777082873619,0.640373637778931,0.8935047638561623,,,,,,1.534951346066293
2025-4-13_11-54-7_experiment-0,survival12,MLP,True,4,100,0.4,100,1,1.0,0.8297974452528089,0.705115712545676,0.7629143612593644,,,,,,1.534913157798485
2025-4-13_5-28-13_experiment-0,survival12,MLP,True,3,200,0.4,50,1,1.0,0.826676257640601,0.7080910852713178,0.7639915781227048,,,,,,1.5347673429119189
2025-4-13_8-55-6_experiment-0,survival12,MLP,True,4,50,0.3,100,1,1.0,0.832374401497419,0.7022994129158513,0.7616412867845077,,,,,,1.5346738144132703
2025-4-13_7-41-26_experiment-0,survival12,MLP,True,4,20,0.5,50,1,1.0,0.8328071737044029,0.7018553670932582,0.7615923223816286,,,,,,1.5346625407976613
2025-4-13_9-31-49_experiment-0,survival12,MLP,True,4,50,0.5,50,1,1.0,0.8363334269869458,0.6983229696627096,0.7648239729716496,,,,,,1.5346563966496554
2025-4-12_9-31-34_experiment-0,survival12,MLP,True,1,20,0.4,50,1,1.0,0.8386182862168013,0.6958010909552201,0.7651667237918034,,,,,,1.5344193771720214
2025-4-13_9-6-15_experiment-0,survival60,MLP,True,3,200,0.0,20,1,1.0,0.8882504621312017,0.6460251046025105,0.8916606905030222,,,,,,1.5342755667337122
2025-4-12_21-23-40_experiment-0,survival12,MLP,True,2,200,0.3,20,1,1.0,0.833986654116758,0.7002242711188637,0.7643832933457376,,,,,,1.5342109252356217
2025-4-12_19-7-37_experiment-0,survival12,MLP,True,2,100,0.2,20,1,1.0,0.833113771609516,0.7010919859337406,0.7627674680507271,,,,,,1.5342057575432566
2025-4-12_12-10-45_experiment-0,survival12,MLP,True,1,100,0.2,20,1,1.0,0.8356486080752139,0.6984739956399875,0.7629633256622436,,,,,,1.5341226037152014
2025-4-12_15-15-42_experiment-0,survival12,MLP,True,1,200,0.5,100,1,1.0,0.8278928375437693,0.7062282491299653,0.7602702835038927,,,,,,1.5341210866737347
2025-4-13_0-4-0_experiment-0,survival12,MLP,True,3,50,0.0,20,1,1.0,0.8306116717072436,0.7033169533169534,0.7635019340939138,,,,,,1.533928625024197
2025-4-12_9-16-23_experiment-0,survival12,MLP,True,1,20,0.3,50,1,1.0,0.8383951828607072,0.6951389770275417,0.7647750085687705,,,,,,1.5335341598882488
2025-4-12_23-32-29_experiment-0,survival12,MLP,True,3,20,0.4,20,1,1.0,0.835554303594497,0.697974903714747,0.7619350732017823,,,,,,1.5335292073092441
2025-4-13_12-16-38_experiment-0,survival60,MLP,True,4,20,0.0,100,1,1.0,0.8966146360253892,0.6368911552663972,0.8942219034934945,,,,,,1.5335057912917862
2025-4-12_22-18-31_experiment-1,survival12,MLP,True,2,200,0.5,100,1,1.0,0.8241750001339069,0.7092139136682032,0.7621798952161778,,,,,,1.53338891380211
2025-4-13_1-31-44_experiment-0,survival12,MLP,True,3,50,0.5,50,1,1.0,0.8367836216874498,0.6964330256921926,0.7616412867845077,,,,,,1.5332166473796423
2025-4-12_17-53-56_experiment-0,survival12,MLP,True,2,50,0.3,100,1,1.0,0.8302313617543643,0.70263671875,0.7614454291729912,,,,,,1.5328680805043642
2025-4-12_22-47-38_experiment-0,survival12,MLP,True,3,20,0.1,50,1,1.0,0.8339114617900565,0.6988866081980468,0.7629633256622436,,,,,,1.5327980699881034
2025-4-13_10-5-18_experiment-0,survival60,MLP,True,3,200,0.2,50,1,1.0,0.8831907649349886,0.6495143976827399,0.89463169757197,,,,,,1.5327051626177286
2025-4-13_2-3-27_experiment-0,survival12,MLP,True,3,100,0.1,20,1,1.0,0.830564103138435,0.7021237529836587,0.7616902511873868,,,,,,1.5326878561220938
2025-4-13_10-46-53_experiment-0,survival60,MLP,True,3,200,0.3,100,1,1.0,0.8774252152985471,0.6552343622407316,0.89186558754226,,,,,,1.5326595775392788
2025-4-12_10-22-37_experiment-0,survival12,MLP,True,1,50,0.1,100,1,1.0,0.8269363825780908,0.7056437179334207,0.7584096361944866,,,,,,1.5325801005115114
2025-4-12_9-46-48_experiment-0,survival12,MLP,True,1,20,0.5,50,1,1.0,0.8374134901130514,0.6949571836346337,0.764530186554375,,,,,,1.532370673747685
2025-4-12_18-49-34_experiment-0,survival12,MLP,True,2,100,0.1,20,1,1.0,0.8314910547815202,0.7006629902720118,0.7634529696910346,,,,,,1.532154045053532
2025-4-12_9-59-48_experiment-0,survival12,MLP,True,1,50,0.0,20,1,1.0,0.8334840069008267,0.6985806772908367,0.7629143612593644,,,,,,1.5320646841916634
2025-4-13_19-49-48_experiment-0,survival60,MLP,True,4,200,0.3,100,1,1.0,0.8919213414899522,0.6401143061260939,0.8967831164839668,,,,,,1.5320356476160462
2025-4-12_12-13-26_experiment-0,survival12,MLP,True,1,100,0.2,50,1,1.0,0.827686031863978,0.7043488853697161,0.7623267884248152,,,,,,1.5320349172336942
2025-4-13_3-31-54_experiment-0,survival60,MLP,True,2,200,0.4,100,1,1.0,0.8834069510946458,0.6484890587009379,0.8963220981456818,,,,,,1.5318960097955836
2025-4-12_15-28-29_experiment-0,survival12,MLP,True,2,20,0.0,50,1,1.0,0.8312627022784123,0.7006180469715698,0.7628164324536062,,,,,,1.5318807492499822
2025-4-12_21-46-12_experiment-0,survival12,MLP,True,2,200,0.4,20,1,1.0,0.8362322810854925,0.6956303049355549,0.7629633256622436,,,,,,1.5318625860210475
2025-4-13_1-26-53_experiment-0,survival60,MLP,True,2,100,0.4,50,1,1.0,0.9038970774066899,0.6279239766081871,0.8957074070279685,,,,,,1.531821054014877
2025-4-13_8-37-23_experiment-0,survival12,MLP,True,4,50,0.2,100,1,1.0,0.8301207790746992,0.7016770718570204,0.761347500367233,,,,,,1.5317978509317196
2025-4-12_14-26-52_experiment-0,survival12,MLP,True,1,200,0.3,20,1,1.0,0.8332358800136537,0.6985610166324052,0.7630612544680018,,,,,,1.531796896646059
2025-4-12_17-49-5_experiment-0,survival12,MLP,True,2,50,0.3,50,1,1.0,0.8321753283273285,0.6996169529222784,0.7619350732017823,,,,,,1.531792281249607
2025-4-13_11-16-0_experiment-0,survival12,MLP,True,4,100,0.3,50,1,1.0,0.8323453266766229,0.6993986733618498,0.7625716104392107,,,,,,1.5317440000384726
2025-4-13_10-37-30_experiment-0,survival60,MLP,True,3,200,0.3,50,1,1.0,0.8883974908623624,0.6433345058037284,0.896117201106444,,,,,,1.5317319966660907
2025-4-12_15-9-46_experiment-0,survival12,MLP,True,1,200,0.5,50,1,1.0,0.833468882735127,0.6982167352537724,0.7630122900651226,,,,,,1.5316856179888994
2025-4-13_11-24-43_experiment-0,survival12,MLP,True,4,100,0.3,100,1,1.0,0.8263524174074959,0.7051763850163657,0.7618371443960241,,,,,,1.5315288024238616
2025-4-12_22-33-19_experiment-0,survival12,MLP,True,3,20,0.0,50,1,1.0,0.8327262452968276,0.6986027944111777,0.7634040052881556,,,,,,1.5313290397080053
2025-4-12_12-31-32_experiment-0,survival12,MLP,True,1,100,0.3,50,1,1.0,0.8316431144874024,0.6996667078138501,0.7617392155902659,,,,,,1.5313098223012525
2025-4-12_19-43-48_experiment-0,survival12,MLP,True,2,100,0.4,20,1,1.0,0.836617820708031,0.6946863561782154,0.7631102188708808,,,,,,1.5313041768862465
2025-4-13_4-32-4_experiment-0,survival12,MLP,True,3,200,0.2,20,1,1.0,0.8281977944817733,0.7030045523520485,0.76041717671253,,,,,,1.5312023468338218
2025-4-12_14-49-45_experiment-0,survival12,MLP,True,1,200,0.4,50,1,1.0,0.8300256516757586,0.7011480064189606,0.7629143612593644,,,,,,1.531173658094719
2025-4-13_10-47-51_experiment-0,survival12,MLP,True,4,100,0.2,50,1,1.0,0.8282648209276382,0.70285784074255,0.7617392155902659,,,,,,1.5311226616701883
2025-4-13_0-27-7_experiment-0,survival12,MLP,True,3,50,0.1,100,1,1.0,0.8251759754624289,0.7058052991961893,0.7580668853743329,,,,,,1.5309812746586182
2025-4-13_10-15-17_experiment-0,survival12,MLP,True,4,100,0.1,20,1,1.0,0.8302813503844586,0.7006338071503293,0.761788179993145,,,,,,1.530915157534788
