folder,task,model,oneHotEncoding,mlpLayers,mlpWidth,mlpDropout,mlpEpochs,mlpEmbNeurons,logrC,auc,f1,acc,set,test_auc,test_f1,test_acc,test_set,auc+f1
2025-4-13_14-27-47_experiment-0,survival60,MLPEmb,True,1,20,0.4,20,3,1.0,0.9003116030961082,0.9508999016625883,0.9117042276690245,,,,,,1.8512115047586966
2025-4-13_21-27-11_experiment-0,survival60,MLPEmb,True,1,50,0.4,20,3,1.0,0.9003116030961082,0.9508999016625883,0.9117042276690245,,,,,,1.8512115047586966
2025-4-13_16-26-8_experiment-0,survival60,MLPEmb,True,1,20,0.4,100,10,1.0,0.8998738722814054,0.9512987012987013,0.9124033558151011,,,,,,1.8511725735801066
2025-4-13_23-41-30_experiment-0,survival60,MLPEmb,True,1,50,0.4,100,10,1.0,0.8998738722814054,0.9512987012987013,0.9124033558151011,,,,,,1.8511725735801066
2025-4-13_12-12-33_experiment-0,survival60,MLPEmb,True,1,20,0.3,50,3,1.0,0.9001138972630736,0.9506153035268236,0.9113752261885179,,,,,,1.850729200789897
2025-4-13_19-26-15_experiment-0,survival60,MLPEmb,True,1,50,0.3,50,3,1.0,0.9001138972630736,0.9506153035268236,0.9113752261885179,,,,,,1.850729200789897
2025-4-13_17-8-45_experiment-0,survival60,MLPEmb,True,1,50,0.2,50,3,1.0,0.9000205414809561,0.9505813286857615,0.9113752261885179,,,,,,1.8506018701667175
2025-4-13_9-25-48_experiment-0,survival60,MLPEmb,True,1,20,0.2,50,3,1.0,0.9000205414809561,0.9505813286857615,0.9113752261885179,,,,,,1.8506018701667175
2025-4-13_14-46-39_experiment-0,survival60,MLPEmb,True,1,20,0.4,50,3,1.0,0.8996551711386678,0.9507026136311623,0.9114163513735812,,,,,,1.85035778476983
2025-4-13_21-46-25_experiment-0,survival60,MLPEmb,True,1,50,0.4,50,3,1.0,0.8996551711386678,0.9507026136311623,0.9114163513735812,,,,,,1.85035778476983
2025-4-13_17-24-0_experiment-0,survival60,MLPEmb,True,1,50,0.2,50,5,1.0,0.8999431155462659,0.9503923638199256,0.9110873498930745,,,,,,1.8503354793661915
2025-4-13_9-42-52_experiment-0,survival60,MLPEmb,True,1,20,0.2,50,5,1.0,0.8999431155462659,0.9503923638199256,0.9110873498930745,,,,,,1.8503354793661915
2025-4-13_12-30-32_experiment-0,survival60,MLPEmb,True,1,20,0.3,50,5,1.0,0.8999476767543781,0.9502501262104732,0.9108405987826945,,,,,,1.8501978029648514
2025-4-13_19-41-26_experiment-0,survival60,MLPEmb,True,1,50,0.3,50,5,1.0,0.8999476767543781,0.9502501262104732,0.9108405987826945,,,,,,1.8501978029648514
2025-4-13_15-2-18_experiment-0,survival60,MLPEmb,True,1,20,0.4,50,5,1.0,0.899742834960913,0.9503529843219951,0.9109228491528212,,,,,,1.8500958192829082
2025-4-13_22-3-17_experiment-0,survival60,MLPEmb,True,1,50,0.4,50,5,1.0,0.899742834960913,0.9503529843219951,0.9109228491528212,,,,,,1.8500958192829082
2025-4-13_17-37-28_experiment-0,survival60,MLPEmb,True,1,50,0.2,50,10,1.0,0.8994688415851624,0.9500551369233597,0.9105938476723145,,,,,,1.8495239785085222
2025-4-13_9-58-31_experiment-0,survival60,MLPEmb,True,1,20,0.2,50,10,1.0,0.8994688415851624,0.9500551369233597,0.9105938476723145,,,,,,1.8495239785085222
2025-4-13_15-16-44_experiment-0,survival60,MLPEmb,True,1,20,0.4,50,10,1.0,0.8993261682178441,0.9500401975422074,0.9105527224872512,,,,,,1.8493663657600514
2025-4-13_22-18-48_experiment-0,survival60,MLPEmb,True,1,50,0.4,50,10,1.0,0.8993261682178441,0.9500401975422074,0.9105527224872512,,,,,,1.8493663657600514
2025-4-13_12-46-11_experiment-0,survival60,MLPEmb,True,1,20,0.3,50,10,1.0,0.8992847811753915,0.9497920448539718,0.9101414706366179,,,,,,1.8490768260293633
2025-4-13_19-54-58_experiment-0,survival60,MLPEmb,True,1,50,0.3,50,10,1.0,0.8992847811753915,0.9497920448539718,0.9101414706366179,,,,,,1.8490768260293633
2025-4-13_9-2-15_experiment-0,survival12,MLPEmb,True,1,20,0.3,20,3,1.0,,,,,,,,,-20.0
2025-4-13_9-2-19_experiment-0,survival12,MLPEmb,True,1,20,0.3,20,5,1.0,,,,,,,,,-20.0
2025-4-13_9-2-22_experiment-0,survival12,MLPEmb,True,1,20,0.3,20,10,1.0,,,,,,,,,-20.0
2025-4-13_9-2-28_experiment-0,survival12,MLPEmb,True,1,20,0.4,20,3,1.0,,,,,,,,,-20.0
